地名名稱,漢語拼音,通用拼音,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名意義,地名年代時間(起),地名年代時間(迄),地名類型,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,X坐標,Y坐標
東昌里,Dongchang Village,Dongchang Village,,臺北市,松山區,東昌里,,民國六十二年～今,,行政區域(含行政編組),,,東至光復北路中心線與介壽里為界；西至民生東路四段80巷中心線與精忠里為界；南至光復北路230巷及民生東路4段80巷15弄與龍田里為界；北至民生東路四段中心線與精忠里為界。,本里原為東榮里之一部分，於62年4月1日第一期里行政區域調整時劃分出來，單獨成立一里，命名為「東昌」，是源於東榮里而將昌大之，91年9月1日第五期里行政區域調整，將民生國小以南劃撥中華、東勢里。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
東勢里,Dongshih Village,Dongshih Village,,臺北市,松山區,東勢里,,光復後～今,,行政區域(含行政編組),,,東至光復北路中心線與東光里為界；西至健康路中心線與中華里為界；南至南京東路四段中心線與復勢里、美仁里為界；北至健康路中心線與龍田里為界。,本里原屬頂東勢庄之一部分，臺灣光復後劃分成立「東勢里」。51年劃出部分成立龍城里；56年、62年復兩次劃出一部分，分別成立東榮里與東光里，91年9月1日第五期里行政區域調整，將原東昌里健康路以東之部分劃撥東勢里。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
中華里,Zhonghua Village,Jhonghua Village,,臺北市,松山區,中華里,,民國六十三年～今,,行政區域(含行政編組),,,東至健康路中心線與健康路15巷中心線與東勢里、龍田里為界；西至敦化北路中心線與松基、中正里為界；南至南京東路四段中心線與美仁里為界；北至敦化北路199巷中心線與精忠里為界。,本里原屬中正里，63年12月1日第二期里行政區域調整時劃出單獨成立，因里內有一中外聞名的中華體育館，故地方人士贊成以「中華里」為名。79年3月12日區里行政調整將原轄之市立體育場、體育學院、社教館、松山分局、網球場、棒球場劃歸美仁里，另於91年9月1日里行政區域調整將東昌里13鄰至16鄰劃歸中華里。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
民有里,Minyou Village,Minyou Village,,臺北市,松山區,民有里,,民國七十年～今,,行政區域(含行政編組),,,東至敦化北路中心線與精忠里為界；西至復興北路中心線與中山區江寧里為界；南至民生東路三段中心線與松基里為界；北至民權東路三段中心線與民福里為界。,本里原屬中山區，70年4月1日第三期里行政區域調整時，由同區之松基里10鄰、下埤里16鄰、民福里2鄰合併而成立之新里，並以實現三民主義之民有、民治、民享為理想之意義，將本里命名為『民有里』。79年3月12日本市區里行政區域自中山區劃入本區，里名及行政區域均未異動。本里工商業發達，民生富足，取名『民有里』實為實至名歸。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
民福里,Minfu Village,Minfu Village,,臺北市,松山區,民福里,,民國五十六年～今,,行政區域(含行政編組),,,東至敦化北路中心線與精忠里為界；西至復興北路中心線與中山區為界；南至民權東路三段中心線與民有里為界；北至松山機場圍牆與精忠里為界。,本里原屬中山區，56年由同區之下埤里劃出成立命名為「民福里」。79年3月12日本市區里行區域調整由中山區劃入本區，里名及行政區域均未異動。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
松基里,Songji Village,Songji Village,,臺北市,松山區,松基里,,民國五十六年～今,,行政區域(含行政編組),,,東至敦化北路中心線與中華里為界；西至復興北路中心線與中山區龍洲里為鄰；南至長春路中心線為界毗鄰中正里；北至民生東路三段中心線與民有里毗鄰。,本里於56年行政區域調整、由中山區江山里劃分成立、因以松基一村為中心，故命為松基里。復於79年行政區域調整本里劃歸松山區，增撥中正里四個鄰合組編為本里。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
慈祐里,Ciyou Village,Cihyou Village,,臺北市,松山區,慈祐里,,民國七十九年～今,,行政區域(含行政編組),,,東至基隆河三張犁截水圳之玉成橋、松山橋中心線與南港區為界；西至基隆路中心線與新聚里為界；南至縱貫鐵路中心線與信義區為界；北至基隆河中心線與內湖區為界，並隔麥帥一橋與新東里為界。,本里於日據時代屬臺北州松山庄，又名錫口街，35年10月1日正式成為松山行政區域內的七個里，頂錫、頂松、有福、豐祿、上壽、富全、貴全。70年，行政區域調整合併為頂錫、上壽、貴全三個里，79年3月12日臺北市區里行政區域再度調整，本里由原頂錫、上壽、貴全三個里鐵路以北部分（不含南京東路以南）合併而成。由於轄內松山慈祐宮歷史悠久，遠近馳名，故命名為「慈祐里」。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
安平里,Anping Village,Anping Village,,臺北市,松山區,安平里,,民國五十一年～今,,行政區域(含行政編組),,,東至塔悠路中心線與新東里為界；西至三民路中心線與東光里為界；南至南京東路五段中心線與新聚里為界；北至健康路中心線與鵬程里及自強里為界。,本里原為新聚里之一部分，49年臺北市政府在此興建2、3樓公教住宅，為當時本市最好的住宅之一，隨時代的變遷，居民陸續遷入，51年劃成新里，並命名為「安平里」。56年劃出部分地區成立「南京里」；79年3月12日本市區里行政區域調整，復合併寶清里、南京里。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
鵬程里,Pengcheng Village,Pengcheng Village,,臺北市,松山區,鵬程里,,民國五十六年～今,,行政區域(含行政編組),,,東至塔悠路中心線與新東里為界；西至健康路307巷至延壽街72巷與自強里為界；南至健康路中心線與安平里為界；北至延壽街中心線與新東里、富泰里為界。,本里原為自強里之一部分，56年以婦聯四村、撫遠新村及汽基新村為主劃編成立新里，因本里多為空軍眷村故取「鵬程萬里」之意，命名為「鵬程里」。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
自強里,Ziqiang Village,Zihciang Village,,臺北市,松山區,自強里,,民國五十一年～今,,行政區域(含行政編組),,,東至健康路307巷與鵬程里為界；西至延壽街330巷與龍田里為界；南至健康路中心線與安平、東光里為界；北至延壽街中心線與三民、富泰里為界。,本里原為新聚里之一部分，51年9月行政區域調整，同年12月正式成立，本里幾乎全為大陸來臺之軍眷村，為表一本奮發圖強、自強不息之精神報效國家，故命名「自強里」。本里原有27鄰，78年改建國宅，81年7月改建完成重新編鄰為20鄰，第1、2鄰為藍天新村於91年12月拆除改建，故為空鄰，本里轄區內之軍用地已規劃為國宅。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
吉祥里,Jixiang Village,Jisiang Village,,臺北市,松山區,吉祥里,,民國六十三年～今,,行政區域(含行政編組),,,東至八德路四段245巷與新聚里為界；西至光復北路中心線與復勢里為界；南至八德路四段中心線與復盛里為界；北至南京東路五段中心線與東光里為界。,本里原為復勢里1至18鄰，後因里行政區域奉令調整劃編，始於63年12月1日正式成立為吉祥里。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
新聚里,Xinju Village,Sinjyu Village,,臺北市,松山區,新聚里,,民國三十五年～今,,行政區域(含行政編組),,,東至基隆路一段與慈祐里為界；西至八德路四段二四五巷與吉祥里、東興路與復盛里為界；南至市民大道五段與信義區為界；北至南京東路五段中心線與安平里為界。,本里原屬舊里族之一部分，光復後人口大多聚集於此成為新的聚集點，35年劃編成立『新聚里』。由於面積遼闊、人口趨繁密、高樓大廈林立，51年乃劃出部分轄區成立自強、安平兩里；63年又劃出新東、富錦、三民、寶清四里，餘保留為新聚里迄今。,"																																																													","臺北市政府民政局編著 ，『2003臺北區里界說』，臺北市 : 臺北市民政局, 民95。",,
